,Dongxiang,POS,ORIGIN,Chinese,English
9970,kelime,Noun,Arabic,言论,Speech
9971,kelime,Noun,Arabic,清真言,Shahada
9972,kelime,Noun,Arabic,清真言,Shahada
9973,kelime shehhade,Noun,Arabic,作证词,Testimony
9974,kelime tonyib,Noun,Arabic,清真言,Shahada
9975,kelime tonyib,Noun,Arabic,清真言,Shahada
9976,kenfare,Noun,Arabic,赎金,Ransom
9977,kenfare,Noun,Arabic,赎罪物,Atonement
9978,keqi gie,Verb,Chinese,客气,Polite
9979,kera gie,Verb,Arabic,憎恶,Detest
9980,kera gie,Verb,Arabic,厌恶,Disgust
9981,kera gie,Verb,Arabic,厌恶,Disgust
9982,kerahheiyet,Noun,Arabic,令人憎恶的事物,Abomination
9983,kerahheiyet,Noun,Arabic,令人憎恶的事物,Abomination
9984,kere,Verb,Dongxiang,要,Need
9985,kere,Verb,Dongxiang,要,Need
9986,kere,Verb,Dongxiang,需要,Need
9987,kere,Verb,Dongxiang,需要,Need
9988,kerezhi ijie,Verb,Dongxiang,要着吃,Crave
9989,kerezhi ijie,Verb,Dongxiang,要着吃,Crave
9990,kerezhi ijie,Verb,Dongxiang,讨饭,Beg
9991,kewo,Noun,Dongxiang,麸子,Bran
9992,kewo,Noun,Dongxiang,麸子,Bran
9993,kewo,Noun,Dongxiang,糠,Bran
9994,kewo chizhe,Noun,Dongxiang,麻疹,Measles
9995,kewo chizhe,Noun,Dongxiang,麻疹,Measles
9996,kewo chizhe,Noun,Dongxiang,麻花,Twist
9997,kewo chizhe,Noun,Dongxiang,麻花,Twist
9998,kewon,Noun,Dongxiang,男孩,Boy
9999,kewon,Noun,Dongxiang,男孩,Boy
10000,kewon,Noun,Dongxiang,儿子,Son
10001,kewon,Noun,Dongxiang,儿子,Son
10002,kewon bierei,Noun,Dongxiang,儿媳妇,Daughter-in-law
10003,kewon bierei,Noun,Dongxiang,儿媳妇,Daughter-in-law
10004,kewon ghurun,Noun,Dongxiang,男方的婚礼,Groom's wedding
10005,kewon ghurun,Noun,Dongxiang,男方的婚礼,Groom's wedding
10006,kewon ghurun,Noun,Dongxiang,男方的婚礼,Groom's wedding
10007,kewon oqin,Noun,Dongxiang,子女,Offspring
10008,kewon oqin,Noun,Dongxiang,子女,Offspring
10009,kewonnugvun,Adjective,Dongxiang,属于儿子的,Son's
10010,kewontu,Adjective,Dongxiang,有儿子的,Paternal
10011,kewosi,Noun,Dongxiang,儿童,Child
10012,kewosi,Noun,Dongxiang,儿童,Child
10013,kewosi,Noun,Dongxiang,儿童,Child
10014,kewosi olu,Verb,Dongxiang,生孩子,Childbirth
10015,kewosi olu,Verb,Dongxiang,生孩子,Childbirth
10016,kewosila,Noun,Dongxiang,孩子们,Children
10017,kewosila,Noun,Dongxiang,孩子们,Children
10018,kewosinugvun,Adjective,Dongxiang,孩子们的,Children's
10019,kewositu,Adjective,Dongxiang,有孩子的,Parental
10020,kewotu,Adjective,Dongxiang,有麸子的,Glutenous
10021,kewotu,Adjective,Dongxiang,装有糠的,Bran-filled
10022,keyi,Verb,Chinese,刻,Carve
10023,keyichin,Noun,Chinese,雕刻者,Sculptor
10024,keyichin,Noun,Chinese,雕刻者,Sculptor
10025,keyichin,Noun,Chinese,雕刻者,Sculptor
10026,kezi,Noun,Chinese,壳子,Shell
10027,kezi,Noun,Chinese,壳子,Shell
10028,keziban,Noun,Chinese,模版,Template
10029,keziban,Noun,Chinese,模版,Template
10030,kha,Verb,Dongxiang,关,Close
10031,kha,Verb,Dongxiang,闭,Close
10032,kha,Verb,Dongxiang,关押,Detain
10033,kha,Verb,Dongxiang,盖,Cover
10034,kha,Noun,Dongxiang,手,Hand
10035,kha,Noun,Dongxiang,手,Hand
10036,kha,Noun,Dongxiang,手,Hand
10037,kha,Noun,Dongxiang,很有把握,Confidence
10038,kha,Noun,Dongxiang,很有自信,Confidence
10039,kha,Noun,Dongxiang,手段,Means
10040,kha,Noun,Dongxiang,手段,Means
10041,kha agizhi khizhe,Verb,Dongxiang,耍弄手段,Manipulate
10042,kha agizhi khizhe,Verb,Dongxiang,做出令人痛心的事,Heartbreak
10043,kha baiyi,Verb,Chinese,摆手,Wave
10044,kha banji,Verb,Chinese,扳手,Wrench
10045,kha banji,Verb,Chinese,扳手,Wrench
10046,kha barei,Verb,Dongxiang,握手,Handshake
10047,kha chighei,Verb,Dongxiang,插手,Interfere
10048,kha chighei,Verb,Dongxiang,干涉,Interfere
10049,kha doura,Noun,Dongxiang,手下,Subordinate
10050,kha doura,Noun,Dongxiang,手下,Subordinate
10051,kha doura daru,Verb,Dongxiang,压在手下,Subdue
10052,kha doura daru,Verb,Dongxiang,放在心上,Cherish
10053,kha doura daru,Verb,Dongxiang,放在心上,Cherish
10054,kha fudu,Adjective,Dongxiang,手长,Long-armed
10055,kha fudu,Adjective,Dongxiang,手长,Long-armed
10056,kha fudu,Adjective,Dongxiang,手伸得长,Overreaching
10057,kha fudu,Adjective,Dongxiang,经常插手,Meddlesome
10058,kha fugie,Adjective,Dongxiang,大手大脚,Extravagant
10059,kha fugie,Adjective,Dongxiang,大方,Generous
10060,kha fugie,Adjective,Dongxiang,大方,Generous
10061,kha ghurun,Noun,Dongxiang,手指,Finger
10062,kha ghurun,Noun,Dongxiang,手指,Finger
10063,kha gojiegva,Verb,Dongxiang,动手,Act
10064,kha gongien,Adjective,Dongxiang,手轻,Gentle-handed
10065,kha gongien,Adjective,Dongxiang,手灵巧,Dexterous
10066,kha gongien,Adjective,Dongxiang,手灵巧,Dexterous
10067,kha gundu,Adjective,Dongxiang,手重,Heavy-handed
10068,kha gundu,Adjective,Dongxiang,手重,Heavy-handed
10069,kha gundu,Adjective,Dongxiang,手有劲,Strong-handed
10070,kha gundu,Adjective,Dongxiang,手有劲,Strong-handed
10071,kha khosun,Adjective,Dongxiang,手空,Empty-handed
10072,kha khosun,Adjective,Dongxiang,手空,Empty-handed
10073,kha khosun,Adjective,Dongxiang,手里没有东西,Empty-handed
10074,kha khosun,Adjective,Dongxiang,手里没有钱,Broke
10075,kha khosun,Adjective,Dongxiang,手里没有钱,Broke
10076,kha kon,Noun,Dongxiang,手脚,Limbs
10077,kha kon,Noun,Dongxiang,手脚,Limbs
10078,kha kon,Noun,Dongxiang,手脚,Limbs
10079,kha kuru,Verb,Dongxiang,动手,Act
10080,kha kuru,Verb,Dongxiang,参与,Participate
10081,kha kuru,Verb,Dongxiang,触及,Touch
10082,kha kuru,Verb,Dongxiang,触及,Touch
10083,kha kuru,Verb,Dongxiang,手够得着,Reachable
10084,kha kuru,Verb,Dongxiang,手够得着,Reachable
10085,kha kuru,Verb,Dongxiang,手能触到,Touchable
10086,kha kuru,Verb,Dongxiang,手能触到,Touchable
10087,khao otolu,Verb,Dongxiang,手叉腰,Akimbo
10088,kha pudu,Adjective,Dongxiang,手脚干净,Honest
10089,kha pudu,Adjective,Dongxiang,手脚干净,Honest
10090,kha raoyi,Verb,Chinese,招手,Wave
10091,kha sula,Adjective,Dongxiang,大手大脚的,Extravagant
10092,kha sula,Adjective,Dongxiang,大手大脚的,Extravagant
10093,kha suru,Verb,Dongxiang,学手艺,Apprentice
10094,kha suru,Verb,Dongxiang,学手艺,Apprentice
10095,kha surugva,Verb,Dongxiang,干得好,Well-done
10096,kha surugva,Verb,Dongxiang,让人信服,Convince
10097,kha tai,Verb,Dongxiang,下手,Attack
10098,kha tai,Verb,Dongxiang,动手做,Create
10099,kha tai,Verb,Dongxiang,动手打人,Assault
10100,kha udan,Adjective,Dongxiang,手慢,Slow-handed
10101,kha udan,Adjective,Dongxiang,手慢,Slow-handed
10102,kha udan,Adjective,Dongxiang,不利索,Inefficient
10103,kha udan,Adjective,Dongxiang,不利索,Inefficient
10104,kha undu,Adjective,Dongxiang,技艺高,Skilled
10105,kha undu,Adjective,Dongxiang,手段高,Cunning
10106,kha undu,Adjective,Dongxiang,手段高,Cunning
10107,kha wagva,Verb,Dongxiang,洗手,Wash
10108,kha wagva,Verb,Dongxiang,不做,Abstain
10109,kha wagva,Verb,Dongxiang,清洁,Clean
10110,kha wagva,Verb,Dongxiang,清洁,Clean
10111,kha zhadeigva,Verb,Dongxiang,举手,Raise
10112,kha zhanzi,Noun,Chinese,手掌,Palm
10113,kha zhanzi,Noun,Chinese,手掌,Palm
10114,kha zhanzi,Noun,Chinese,手掌,Palm
10115,kha zharu,Verb,Dongxiang,暗施手脚,Manipulate
10116,kha zharu,Verb,Dongxiang,做手脚,Manipulate
10117,khada,Verb,Dongxiang,用手做,Handcraft
10118,khade chighara,Adjective,Dongxiang,手头紧,Strapped
10119,khade chighara,Adjective,Dongxiang,手头紧,Strapped
10120,khade oro,Verb,Dongxiang,到手,Obtain
10121,khade oro,Verb,Dongxiang,到手,Obtain
10122,khade oro,Verb,Dongxiang,落入手中,Acquire
10123,khade oro,Verb,Dongxiang,进入别人控制范围,Infiltrate
10124,khade oro,Verb,Dongxiang,进入别人控制范围,Infiltrate
10125,khade oro,Verb,Dongxiang,被人控制,Manipulated
10126,khade oro,Verb,Dongxiang,被人控制,Manipulated
10127,khagva,Verb,Dongxiang,掩盖,Conceal
10128,khagva,Verb,Dongxiang,覆盖,Cover
10129,khagva,Verb,Dongxiang,覆盖,Cover
10130,khagva,Verb,Dongxiang,覆盖,Cover
10131,khagva,Verb,Dongxiang,覆盖,Cover
10132,khagva,Verb,Dongxiang,埋,Bury
10133,khaichi,Noun,Dongxiang,剪刀,Scissors
10134,khaichi,Noun,Dongxiang,剪子,Scissors
10135,khaichi ghugvei,Noun,Dongxiang,一种虫子,Insect
10136,khaichi ghugvei,Noun,Dongxiang,一种虫子,Insect
10137,khaichichi,Noun,Dongxiang,制剪匠,Tailor
10138,khaichichi,Noun,Dongxiang,制剪匠,Tailor
10139,khaichichi,Noun,Dongxiang,卖剪刀的人,Scissors-seller
10140,khaichichi,Noun,Dongxiang,卖剪刀的人,Scissors-seller
10141,khaichila,Verb,Dongxiang,用剪刀剪,Snip
10142,khala,Pronoun,Dongxiang,哪里,Where
10144,khala,Pronoun,Dongxiang,哪儿,Where
10146,khaladu,Adjective,Dongxiang,哪里的,Whereabouts
10148,khalagvan,Pronoun,Dongxiang,哪个地方,Where
10150,khalagvan,Pronoun,Dongxiang,随便哪个地方,Anywhere
10152,khalagvan,Pronoun,Dongxiang,哪里,Where
10154,khalama,Pronoun,Dongxiang,无论哪里,Anywhere
10156,khalama,Pronoun,Dongxiang,哪儿都,Everywhere
10157,khalani,Adverb,Dongxiang,一旦,Once
10158,khalani,Adverb,Dongxiang,万一,Just-in-case
10159,khalun,Adjective,Dongxiang,热的,Hot
10160,khalun,Adjective,Dongxiang,热的,Hot
10161,khalun,Adjective,Dongxiang,暖的,Warm
10162,khalun,Adjective,Dongxiang,暖的,Warm
10163,khalun bayi,Verb,Chinese,热敷,Fomentation
10164,khalun bula,Noun,Dongxiang,温泉,Hot spring
10165,khalun bula,Noun,Dongxiang,温泉,Hot spring
10167,khalun cha,Noun,Dongxiang,夏季,Summer
10168,khalun cha,Noun,Dongxiang,夏季,Summer
10169,khalun cha,Noun,Dongxiang,夏季,Summer
10170,khalun kai,Noun,Dongxiang,热风,Hotwind
10171,khalun kai,Noun,Dongxiang,热风,Hotwind
10172,khalun kieli,Adjective,Dongxiang,产后几个月的时间,Postpartum
10173,khalun naran,Noun,Dongxiang,炎日,Scorching
10174,khalun naran,Noun,Dongxiang,炎日,Scorching
10175,khalun oro,Verb,Dongxiang,入夏,Summerize
10176,khalun oron,Noun,Dongxiang,热带地方,Tropics
10178,khalunda,Verb,Dongxiang,变热,Heat-up
10179,khalunda,Verb,Dongxiang,变暖,Warming
10180,khalunda,Verb,Dongxiang,热起来,Heat-up
10181,khalundagva,Verb,Dongxiang,弄热,Heat
10182,khalundagva,Verb,Dongxiang,加热,Heat
10183,khalundagva,Verb,Dongxiang,热一下,Reheat
10184,khalunsa,Verb,Dongxiang,嫌热,Overheat
10185,khalunsa,Verb,Dongxiang,嫌热,Overheat
10186,khama,Verb,Dongxiang,牙麻,Numb
10187,khama,Verb,Dongxiang,牙酸,Toothache
10188,khamu,Verb,Dongxiang,睡足,Oversleep
10189,khamu,Verb,Dongxiang,睡够,Oversleep
10190,khamu,Verb,Dongxiang,挨够,Endure
10191,khamu,Verb,Dongxiang,挨够,Endure
10192,khamu,Verb,Dongxiang,挨足,Endure
10193,khan,Noun,Dongxiang,火,Fire
10194,khan,Noun,Dongxiang,火,Fire
10195,khan barei,Verb,Dongxiang,燃烧,Burn
10196,khan barindugva,Verb,Dongxiang,点火,Ignite
10197,khan barindugva,Verb,Dongxiang,生火,Kindle
10198,khan bosi,Verb,Dongxiang,起火,Ignite
10199,khan daru,Verb,Dongxiang,封火,Extinguish
10200,khan daru,Verb,Dongxiang,压火,Suppress
10201,khan funi,Noun,Dongxiang,火烟,Smoke
10202,khan funi,Noun,Dongxiang,火烟,Smoke
10203,khan gholu,Verb,Dongxiang,情绪激动,Excited
10204,khan ghugvei,Noun,Dongxiang,萤火虫,Firefly
10205,khan ghugvei,Noun,Dongxiang,萤火虫,Firefly
10206,khan hulan,Adjective,Dongxiang,火红,Fiery
10207,khan hulan,Adjective,Dongxiang,火红,Fiery
10208,khan khireigva,Verb,Dongxiang,打火把,Torching
10209,khan khixiu,Noun,Dongxiang,火钩,Firehook
10210,khan khixiu,Noun,Dongxiang,火钩,Firehook
10211,khan khixiu,Noun,Dongxiang,搅火棍,Poker
10212,khan khizhe,Verb,Dongxiang,火升起来,Ignite
10213,khan khizhe,Verb,Dongxiang,火燃起来,Ignite
10214,khan kielien,Noun,Dongxiang,火舌,Flametongue
10215,khan kielien,Noun,Dongxiang,火苗,Flame
10216,khan kielien,Noun,Dongxiang,火苗,Flame
10217,khan onghono,Verb,Dongxiang,火势很旺,Blazing
10218,khan onghono,Verb,Dongxiang,火焰升腾,Flare-up
10219,khan sidara,Verb,Dongxiang,着火,Ignite
10220,khan sidaragva,Verb,Dongxiang,点着火,Ignite
10221,khan tai,Verb,Dongxiang,放火,Arson
10222,khan tai,Verb,Dongxiang,纵火,Arson
10223,khan tashi,Noun,Dongxiang,火石,Flint
10224,khan tashi,Noun,Dongxiang,火石,Flint
10225,khan tashi,Noun,Dongxiang,燧石,Flint
10226,khan tashi,Noun,Dongxiang,燧石,Flint
10227,khan tomo,Noun,Dongxiang,地狱中拷打罪人的火锤,Hellhammer
10228,khan tomo,Noun,Dongxiang,地狱中拷打罪人的火锤,Hellhammer
10229,khan tulie,Verb,Dongxiang,烧火,Kindle
10230,khan tulie,Verb,Dongxiang,被火烧,Scorched
10231,khan tulie,Verb,Dongxiang,坐不住,Restless
10232,khan tulie,Verb,Dongxiang,留不住,Unretainable
10233,khan xinie,Verb,Chinese,火熄灭,Extinguish
10234,khana,Verb,Dongxiang,咳嗽,Cough
10235,khanadan,Noun,Dongxiang,咳,Cough
10236,khanadan,Noun,Dongxiang,咳,Cough
10237,khanadun,Noun,Dongxiang,咳嗽病,Bronchitis
10238,khanadun,Noun,Dongxiang,咳嗽病,Bronchitis
10239,khanadun,Noun,Dongxiang,咳嗽欲,Coughing
10240,khanadun,Noun,Dongxiang,痰,Phlegm
10241,khanadun kuru,Verb,Dongxiang,伤风感冒,Catchcold
10242,khanadun kuru,Verb,Dongxiang,想咳嗽,Wanttocough
10243,khanagvei,Noun,Dongxiang,爱咳嗽的人,Coughlover
10244,khanagvei,Noun,Dongxiang,爱咳嗽的人,Coughlover
10245,khanagvei,Noun,Dongxiang,经常咳嗽的人,Cougher
10246,khanagvei,Noun,Dongxiang,经常咳嗽的人,Cougher
10247,khanda,Verb,Dongxiang,用火烧,Burn
10248,khane beilie,Verb,Dongxiang,背手,Handcuff
10249,khane chayi,Verb,Chinese,手叉腰,Akimbo
10250,khane dayi,Verb,Chinese,帮手,Assist
10251,khane dayi,Verb,Chinese,帮手,Assist
10252,khane ghanzhunla,Verb,Dongxiang,袖手,Standby
10253,khankhan,Noun,Dongxiang,草名,Pseudonym
10254,khankhan,Noun,Dongxiang,草名,Pseudonym
10255,khankhan,Noun,Dongxiang,草名,Pseudonym
10256,khanni ghezebu,Noun,Arabic,火灾,Fire
10257,khanni ghezebu,Noun,Arabic,火灾,Fire
10258,khantarei,Verb,Dongxiang,滑动,Slide
10259,khantarei,Verb,Dongxiang,滑倒,Slip
10260,khantarei,Verb,Dongxiang,圆滑,Smooth
10261,khara,Adjective,Dongxiang,黑色,Black
10262,khara,Adjective,Dongxiang,黑色,Black
10263,khara,Adjective,Dongxiang,黑暗,Dark
10264,khara,Adjective,Dongxiang,黑暗,Dark
10265,khara,Adjective,Dongxiang,知之不多,Uninformed
10266,khara,Adjective,Dongxiang,不懂,Unaware
10267,khara,Verb,Dongxiang,咒骂,Curse
10268,khara,Verb,Dongxiang,诅咒,Curse
10269,khara daru,Verb,Dongxiang,梦魇,Nightmare
10270,khara daru,Verb,Dongxiang,梦魇,Nightmare
10271,khara kai,Noun,Dongxiang,狂风,Gale
10272,khara kai,Noun,Dongxiang,狂风,Gale
10273,khara kha,Verb,Dongxiang,遮住亮光,Shield
10274,khara khirou,Noun,Dongxiang,霜降季节的霜,Frost
10275,khara khirou,Noun,Dongxiang,霜降季节的霜,Frost
10276,khara khirou,Noun,Dongxiang,霜降季节的霜,Frost
10277,khara kun,Noun,Dongxiang,黑人,African-American
10278,khara kun,Noun,Dongxiang,黑人,African-American
10279,khara mazha,Noun,Dongxiang,黑油渣,Sludge
10280,khara mazha,Noun,Dongxiang,人多,Crowd
10281,khara mutun,Noun,Dongxiang,榆树,Elm
10282,khara mutun,Noun,Dongxiang,榆树,Elm
10283,khara mutun,Noun,Dongxiang,榆树,Elm
10284,khara nangha laowa,Noun,Dongxiang,乌鸦,Crow
10285,khara nangha laowa,Noun,Dongxiang,乌鸦,Crow
10286,khara naran,Noun,Dongxiang,烈日,ScorchingSun
10287,khara naran,Noun,Dongxiang,烈日,ScorchingSun
10288,khara naran,Noun,Dongxiang,酷热的阳光,Scorching
10289,khara naran,Noun,Dongxiang,酷热的阳光,Scorching
10290,khara nogvon,Adjective,Dongxiang,墨绿,Dark-green
10291,khara nogvon,Adjective,Dongxiang,墨绿,Dark-green
10292,khara nogvon,Adjective,Dongxiang,深绿,Dark-green
10293,khara nogvon,Adjective,Dongxiang,深绿,Dark-green
10294,khara olu,Verb,Dongxiang,天黑了,Darkened
10295,khara olu,Verb,Dongxiang,傍晚,Dusk
10296,khara olu,Verb,Dongxiang,傍晚,Dusk
10297,khara olu,Verb,Dongxiang,到傍晚,Dusk
10298,khara olu,Verb,Dongxiang,到傍晚,Dusk
10299,khara pucha,Noun,Dongxiang,黑豆,Blackbean
10300,khara pucha,Noun,Dongxiang,黑豆,Blackbean
10301,khara tura,Noun,Dongxiang,黑土,Chernozem
10302,khara tura,Noun,Dongxiang,黑土,Chernozem
10304,khara uzhe,Verb,Dongxiang,视为坏,Deem
10305,khara uzhe,Verb,Dongxiang,视为坏,Deem
10306,khara uzhe,Verb,Dongxiang,认为不好,Dislike
10307,khara zhugve,Noun,Dongxiang,黑心,Unscrupulous
10308,khara zhugve,Noun,Dongxiang,黑心,Unscrupulous
10309,khara zhugve,Noun,Dongxiang,狠心,Ruthlessness
10310,kharahu,Noun,Dongxiang,黑夜,Night
10311,kharahu,Noun,Dongxiang,黑夜,Night
10315,kharala,Verb,Dongxiang,变黑,Darken
10316,kharala,Verb,Dongxiang,变黑,Darken
10317,kharala,Verb,Dongxiang,渐黑,Darken
10318,kharala,Verb,Dongxiang,昏,Faint
10319,kharala,Verb,Dongxiang,晕,Dizzy
10320,kharancha,Noun,Dongxiang,燕子,Swallow
10321,kharancha,Noun,Dongxiang,燕子,Swallow
10322,kharantala,Verb,Dongxiang,直到天黑,Dusk
10323,kharasa,Verb,Dongxiang,嫌黑,Dislike
10324,kharasun,Noun,Dongxiang,羊水,Amniotic
10325,kharasun,Noun,Dongxiang,羊水,Amniotic
10326,kharei,Verb,Dongxiang,回去,Return
10327,kharei,Verb,Dongxiang,返回,Return
10328,kharei,Verb,Dongxiang,死去,Die
10329,kharei,Verb,Dongxiang,去世,Deceased
10330,kharei,Verb,Dongxiang,消退,Recede
10331,kharei,Verb,Dongxiang,退去,Retreat
10332,khareigva,Verb,Dongxiang,退回,Return
10333,khareigva,Verb,Dongxiang,退回,Return
10334,khareigva,Verb,Dongxiang,退还,Refund
10335,khareigva,Verb,Dongxiang,退还,Refund
10336,khareizhi,Adverb,Dongxiang,反而,Instead
10337,khareizhi,Adverb,Dongxiang,反过来,Conversely
10338,khareizhi ghura,Verb,Dongxiang,回收,Recycle
10339,kharugva,Noun,Dongxiang,肋骨,Rib
10340,kharugva,Noun,Dongxiang,肋骨,Rib
10341,kharugva,Noun,Dongxiang,肋骨,Rib
10342,kharugva,Noun,Dongxiang,肋条,Rib
10343,kharugva,Noun,Dongxiang,肋条,Rib
10346,kharugva,Noun,Dongxiang,没有弄到点子上而可惜,Misfire
10347,kharulu,Verb,Dongxiang,报答,Repay
10348,kharulu,Verb,Dongxiang,报答,Repay
10349,kharulu,Verb,Dongxiang,回报,Return
10350,kharulu,Verb,Dongxiang,回报,Return
10351,kharulu,Verb,Dongxiang,归还,Return
10352,kharulu,Verb,Dongxiang,归还,Return
10353,kharulu,Verb,Dongxiang,还原,Restore
10354,kharulu,Verb,Dongxiang,复仇,Avenge
10355,kharulu,Verb,Dongxiang,报仇,Avenge
10356,kharulu,Verb,Dongxiang,报仇,Avenge
10357,kharulu,Verb,Dongxiang,用咒语祛邪,Exorcise
10358,khase anda,Verb,Dongxiang,摆脱,Escape
10359,khase anda,Verb,Dongxiang,摆脱,Escape
10360,khase anda,Verb,Dongxiang,逃脱,Escape
10361,khawa,Noun,Dongxiang,鼻子,Nose
10362,khawa,Noun,Dongxiang,鼻子,Nose
10363,khawa,Noun,Dongxiang,鼻子,Nose
10364,khawa,Noun,Dongxiang,鼻涕,Snot
10365,khawa,Noun,Dongxiang,鼻涕,Snot
10366,khawa basun,Noun,Dongxiang,鼻涕,Snot
10367,khawa basun,Noun,Dongxiang,鼻涕,Snot
10368,khawa dalan,Noun,Dongxiang,鼻梁,Bridge
10369,khawa dalan,Noun,Dongxiang,鼻梁,Bridge
10370,khawa dalan,Noun,Dongxiang,鼻梁,Bridge
10371,khawa jienjien,Noun,Chinese,鼻尖,Nose-tip
10372,khawa jienjien,Noun,Chinese,鼻尖,Nose-tip
10373,khawa jienjien,Noun,Chinese,鼻尖,Nose-tip
10374,khawa ko,Verb,Dongxiang,生气,Angry
10375,khawa ko,Verb,Dongxiang,怄气,Sulk
10376,khawa konzi,Noun,Dongxiang,鼻环,Nose-ring
10377,khawa konzi,Noun,Dongxiang,鼻环,Nose-ring
10378,khawa konzi,Noun,Dongxiang,鼻环,Nose-ring
10379,khawa nudun,Noun,Dongxiang,鼻孔,Nostril
10380,khawa nudun,Noun,Dongxiang,鼻孔,Nostril
10381,khawa nudun,Noun,Dongxiang,鼻孔,Nostril
10382,khawa urusu,Verb,Dongxiang,流鼻涕,Sniffling
10383,khawa xinji,Verb,Chinese,掷鼻涕,Snort
10384,khawabao,Noun,Dongxiang,鼻涕多的人,Snotty
10385,khawabao,Noun,Dongxiang,鼻涕多的人,Snotty
10386,khawani nieqi,Verb,Dongxiang,捏住鼻子,Pinch
10387,khawani nieqi,Verb,Dongxiang,捏住鼻子,Pinch
10388,khawara,Noun,Dongxiang,老流鼻涕的人,Sniffler
10389,khawara,Noun,Dongxiang,老流鼻涕的人,Sniffler
10390,khawatu,Adjective,Dongxiang,多鼻涕的,Snotty
10391,khayatu,Verb,Dongxiang,肿胀,Swelling
10392,khayatu,Verb,Dongxiang,浮肿,Swell
10393,khayisun,Noun,Dongxiang,羔,Lamb
10394,khayisun,Noun,Dongxiang,羔,Lamb
10395,kheila,Verb,Dongxiang,鸟鸣,Chirping
10396,kheila,Verb,Dongxiang,鸡,Chicken
10397,kheila,Verb,Dongxiang,责骂,Scold
10398,kheila,Verb,Dongxiang,训斥,Scold
10399,kheila,Verb,Dongxiang,训斥,Scold
10400,kheiya muture,Verb,Dongxiang,过分,Overdo
10401,kheiya muture,Verb,Dongxiang,过量,Overdose
10402,kheiya muture,Verb,Dongxiang,过度,Overdo
10403,kheiya xi,Verb,Dongxiang,连根拔起,Uproot
10404,kheiya xi,Verb,Dongxiang,彻底失败,Flop
10405,khida,Verb,Dongxiang,变硬,Harden
10406,khida,Verb,Dongxiang,勃起,Erection
10407,khida,Verb,Dongxiang,僵死,Petrify
10408,khida,Noun,Dongxiang,汉族,Han
10409,khida,Noun,Dongxiang,汉族,Han
10410,khida,Noun,Dongxiang,汉族,Han
10411,khida,Noun,Dongxiang,汉族人,Han
10412,khida,Noun,Dongxiang,汉族人,Han
10413,khida zhadei,Verb,Dongxiang,死硬,Diehard
10414,khida zhadei,Verb,Dongxiang,死僵,Rigor
10415,khidanghei,Adjective,Dongxiang,干瘦的,Lean
10416,khidanghei,Adjective,Dongxiang,骨瘦如柴的,Emaciated
10417,khidangheira,Verb,Dongxiang,变干瘦,Wither
10418,khidangheira,Verb,Dongxiang,消瘦,Emaciate
10419,khidei,Noun,Dongxiang,汉话,Mandarin
10420,khidei,Noun,Dongxiang,汉语,Chinese
10421,khidei,Noun,Dongxiang,汉语,Chinese
10422,khidei,Noun,Dongxiang,汉语,Chinese
10423,khideichi,Noun,Dongxiang,操汉语的人,Chinese-speaker
10424,khideichi,Noun,Dongxiang,操汉语的人,Chinese-speaker
10425,khidiigvei,Noun,Dongxiang,自行车,Bicycle
10426,khidiigvei,Noun,Dongxiang,自行车,Bicycle
10427,khidiilie,Verb,Dongxiang,偷笑,Snicker
10428,khidiilie,Verb,Dongxiang,小笑,Giggle
10429,khiduchilie,Verb,Dongxiang,变硬,Harden
10430,khiduchilie,Verb,Dongxiang,不示弱,Compete
10431,khiduchilie,Verb,Dongxiang,僵持,Stalemate
10432,khiduchilie,Verb,Dongxiang,态度变得强硬,Harden
10433,khidun,Adjective,Dongxiang,硬的,Hard
10434,khidun,Adjective,Dongxiang,硬的,Hard
10435,khidun,Adjective,Dongxiang,吝啬,Stingy
10436,khidun,Adjective,Dongxiang,吝啬,Stingy
10437,khidun kielien,Noun,Dongxiang,硬话,Tough-talk
10438,khidun kun,Noun,Dongxiang,硬汉子,Tough-guy
10439,khidun kun,Noun,Dongxiang,硬汉子,Tough-guy
10440,khidun kun,Noun,Dongxiang,吝啬鬼,Miser
10441,khidun kun,Noun,Dongxiang,吝啬鬼,Miser
10442,khidungi,Adjective,Dongxiang,硬邦邦的,Stiff
10443,khidungi,Adjective,Dongxiang,硬邦邦的,Stiff
10444,khidunsa,Verb,Dongxiang,嫌硬,Dislike
10445,khidunsa,Verb,Dongxiang,嫌硬,Dislike
10446,khiduzhe,Verb,Dongxiang,变硬,Harden
10447,khiduzhe,Verb,Dongxiang,僵持,Stalemate
10448,khighei,Noun,Dongxiang,猪,Pig
10449,khighei,Noun,Dongxiang,猪,Pig
10450,khighei,Noun,Dongxiang,属相,Zodiac
10451,khighei,Noun,Dongxiang,属相,Zodiac
10452,khighei,Noun,Dongxiang,猪,Pig
10453,khighei,Noun,Dongxiang,猪,Pig
10454,khighei adula,Verb,Dongxiang,放猪,Grazing
10455,khighei adula,Verb,Dongxiang,放猪,Grazing
10456,khighei khudan,Noun,Dongxiang,猪圈,Pigsty
10458,khighei zhintou,Noun,Dongxiang,猪年,Pig-Year
10459,khighei zhintou,Noun,Dongxiang,猪年,Pig-Year
10460,khighei zhintou,Noun,Dongxiang,猪年,Pig-Year
10461,khighei zhunzhugva,Noun,Dongxiang,猪崽,Piglet
10462,khighei zhunzhugva,Noun,Dongxiang,猪崽,Piglet
